Method,Dimension,Lambda,ARL,h,ARL_observed
ssDMEWMC,9,0.3,200,7.0654428758,199.878
ssDMEWMC,9,0.3,500,7.535310449,500.3116
ssDMEWMC,9,0.3,1000,7.8398072928,1000.0931
ssDMEWMC,9,0.3,2000,8.1210470274,1999.5125
ssDMEWMC,9,0.4,100,10.4425197715,99.9464
ssDMEWMC,9,0.4,200,11.0236881245,199.931
ssDMEWMC,9,0.4,500,11.6664516695,500.2247
ssDMEWMC,9,0.4,1000,12.0959128276,999.6448
ssDMEWMC,9,0.4,2000,12.4911272254,1999.1962
ssDMEWMC,9,0.5,100,15.5399632141,100.0726
ssDMEWMC,9,0.5,200,16.2878979865,199.9606
ssDMEWMC,9,0.5,500,17.1393128062,499.5617
ssDMEWMC,9,0.5,1000,17.702647515,999.4285
ssDMEWMC,9,0.5,2000,18.2389434723,2000.9739
ssDMEWMC,9,0.6,100,22.4900101451,100.0787
ssDMEWMC,9,0.6,200,23.4489719691,200.1882
ssDMEWMC,9,0.6,500,24.5258835785,499.778
ssDMEWMC,9,0.6,1000,25.2594490946,999.4895
ssDMEWMC,9,0.6,2000,25.9493760322,2001.0154
ssDMEWMC,9,0.7,100,32.1869890015,99.9097
ssDMEWMC,9,0.7,200,33.4031551845,200.0441
ssDMEWMC,9,0.7,500,34.7514854258,499.6926
ssDMEWMC,9,0.7,1000,35.6885414376,999.203
ssDMEWMC,9,0.7,2000,36.5691113385,1999.2156
ssDMEWMC,9,0.8,100,46.602421167,100.0668
ssDMEWMC,9,0.8,200,48.0902606597,199.8469
ssDMEWMC,9,0.8,500,49.7927618241,500.1431
ssDMEWMC,9,0.8,1000,50.9650478327,999.7206
ssDMEWMC,9,0.8,2000,52.0891861003,1999.4621
ssDMEWMC,9,0.9,100,71.9028408555,100.0677
ssDMEWMC,9,0.9,200,73.7310132451,199.8729
ssDMEWMC,9,0.9,500,75.8188799149,500.335
ssDMEWMC,9,0.9,1000,77.290354446,1000.0289
ssDMEWMC,9,0.9,2000,78.7230053151,2000.286
ssDMEWMC,9,0.95,100,97.3003521806,99.9248
ssDMEWMC,9,0.95,200,99.3039507361,199.8959
ssDMEWMC,9,0.95,500,101.627663511,500.0003
ssDMEWMC,9,0.95,1000,103.2861865376,1000.3361
ssDMEWMC,9,0.95,2000,104.8665649329,1998.6791
ssDMEWMC,10,0.05,100,0.7407090644000001,100.0527
ssDMEWMC,10,0.05,200,0.8686904198000001,200.0944
ssDMEWMC,10,0.05,500,0.9784547134,500.1371
ssDMEWMC,10,0.05,1000,1.0430559071,1000.7781
ssDMEWMC,10,0.05,2000,1.0978219578,1998.7597
ssDMEWMC,10,0.1,100,1.8176069978,99.9948
ssDMEWMC,10,0.1,200,2.0126145764,200.0441
ssDMEWMC,10,0.1,500,2.1951828687,500.1971
ssDMEWMC,10,0.1,1000,2.3078661801,1000.1423
ssDMEWMC,10,0.1,2000,2.4127861628,1999.0917
ssDMEWMC,10,0.2,100,4.4988226512,100.042
ssDMEWMC,10,0.2,200,4.825859379,199.9807
ssDMEWMC,10,0.2,500,5.1686585313,500.2073
ssDMEWMC,10,0.2,1000,5.386760853,999.2543
ssDMEWMC,10,0.2,2000,5.5796336827,2000.4814
ssDMEWMC,10,0.3,100,8.0284036835,100.0217
ssDMEWMC,10,0.3,200,8.4892562662,200.0853
ssDMEWMC,10,0.3,500,8.9967612826,500.091
ssDMEWMC,10,0.3,1000,9.3342568547,999.78
ssDMEWMC,10,0.3,2000,9.6399271694,1998.1322
ssDMEWMC,10,0.4,100,12.716142921,100.0086
ssDMEWMC,10,0.4,200,13.3282180986,199.994
ssDMEWMC,10,0.4,500,14.0198286381,500.1014
ssDMEWMC,10,0.4,1000,14.4736152129,999.2485
ssDMEWMC,10,0.4,2000,14.9194203785,1999.5649
ssDMEWMC,10,0.5,100,19.0326987624,99.9192
ssDMEWMC,10,0.5,200,19.8130446057,200.1497
ssDMEWMC,10,0.5,500,20.7085472897,499.9682
ssDMEWMC,10,0.5,1000,21.3228526351,1000.7519
ssDMEWMC,10,0.5,2000,21.9081525422,1999.7271
ssDMEWMC,10,0.6,100,27.6292728541,99.9726
ssDMEWMC,10,0.6,200,28.6274610383,199.9498
ssDMEWMC,10,0.6,500,29.7531231955,499.5622
ssDMEWMC,10,0.6,1000,30.5409861144,1000.6851
ssDMEWMC,10,0.6,2000,31.2950022367,2001.8532
ssDMEWMC,10,0.7,100,39.6234593139,100.0364
ssDMEWMC,10,0.7,200,40.8646252024,200.1102
ssDMEWMC,10,0.7,500,42.2914368586,500.2363
ssDMEWMC,10,0.7,1000,43.2833274298,999.0281
ssDMEWMC,10,0.7,2000,44.2285736275,1998.4222
ssDMEWMC,10,0.8,100,57.4246222662,99.9274
ssDMEWMC,10,0.8,200,58.9617683071,200.1706
ssDMEWMC,10,0.8,500,60.7366071914,500.2965
ssDMEWMC,10,0.8,1000,61.9699684545,1000.8726
ssDMEWMC,10,0.8,2000,63.1616368849,2000.3897
ssDMEWMC,10,0.9,100,88.7646158741,100.0922
ssDMEWMC,10,0.9,200,90.6612138813,199.8808
ssDMEWMC,10,0.9,500,92.8472665217,499.7245
ssDMEWMC,10,0.9,1000,94.3975559134,999.9858
ssDMEWMC,10,0.9,2000,95.8956234107,1999.6201
ssDMEWMC,10,0.95,100,120.3176683566,99.9595
ssDMEWMC,10,0.95,200,122.3930965748,200.0975
ssDMEWMC,10,0.95,500,124.8557723223,500.1195
ssDMEWMC,10,0.95,1000,126.5799293547,999.6742
ssDMEWMC,10,0.95,2000,128.2410477719,2000.3561
ssDMEWMC,15,0.05,100,1.5845563169,100.0527
ssDMEWMC,15,0.05,200,1.809513092,199.8755
ssDMEWMC,15,0.05,500,1.9751749236,499.98
ssDMEWMC,15,0.05,1000,2.0650956062,1000.2744
ssDMEWMC,15,0.05,2000,2.1414646806,1998.5165
ssDMEWMC,15,0.1,100,3.8324508026,99.9524
ssDMEWMC,15,0.1,200,4.1455755624,200.0647
ssDMEWMC,15,0.1,500,4.4123027087,500.2921
ssDMEWMC,15,0.1,1000,4.5728722344,1000.1841
ssDMEWMC,15,0.1,2000,4.7107181236999995,1998.0259
ssDMEWMC,15,0.2,100,9.5928392404,99.9879
ssDMEWMC,15,0.2,200,10.0892383583,200.0855
ssDMEWMC,15,0.2,500,10.5771924839,500.4878
ssDMEWMC,15,0.2,1000,10.8762559037,999.6479
ssDMEWMC,15,0.2,2000,11.152215440199999,1999.2435
ssDMEWMC,15,0.3,100,17.5593433799,99.9316
ssDMEWMC,15,0.3,200,18.2830726079,200.0541
ssDMEWMC,15,0.3,500,18.9924312882,499.5916
ssDMEWMC,15,0.3,1000,19.4448897883,1000.7789
ssDMEWMC,15,0.3,2000,19.8621338917,1998.2394
ssDMEWMC,15,0.4,100,28.593959376,100.0037
ssDMEWMC,15,0.4,200,29.5272312051,200.0458
ssDMEWMC,15,0.4,500,30.4692012325,499.7981
ssDMEWMC,15,0.4,1000,31.077011087,1000.1526
ssDMEWMC,15,0.4,2000,31.6447708472,2000.0176
ssDMEWMC,15,0.5,100,43.5783973989,100.0493
ssDMEWMC,15,0.5,200,44.70041605,199.9406
ssDMEWMC,15,0.5,500,45.9028075179,499.793
ssDMEWMC,15,0.5,1000,46.6830463876,1000.0879
ssDMEWMC,15,0.5,2000,47.4013095241,2000.2026
ssDMEWMC,15,0.6,100,63.7379788731,100.0875
ssDMEWMC,15,0.6,200,65.1154756421,200.0832
ssDMEWMC,15,0.6,500,66.5621980986,500.1332
ssDMEWMC,15,0.6,1000,67.5245726279,999.7126
ssDMEWMC,15,0.6,2000,68.4083263916,2001.1153
ssDMEWMC,15,0.7,100,91.5444006744,100.0903
ssDMEWMC,15,0.7,200,93.1798857652,200.0598
ssDMEWMC,15,0.7,500,94.9187871159,499.8149
ssDMEWMC,15,0.7,1000,96.0742310892,1000.9588
ssDMEWMC,15,0.7,2000,97.1752614768,2000.0218
ssDMEWMC,15,0.8,100,132.5172877642,99.9973
ssDMEWMC,15,0.8,200,134.4527934639,199.9561
ssDMEWMC,15,0.8,500,136.5737070556,499.9489
ssDMEWMC,15,0.8,1000,137.9935387146,1000.2449
ssDMEWMC,15,0.8,2000,139.3444244656,2000.038
ssDMEWMC,15,0.9,100,204.4789209939,99.9297
ssDMEWMC,15,0.9,200,206.8452007014,199.8404
ssDMEWMC,15,0.9,500,209.413776388,499.7599
ssDMEWMC,15,0.9,1000,211.1568070609,999.858
ssDMEWMC,15,0.9,2000,212.8447342889,1999.7456
ssDMEWMC,15,0.95,100,270.2978609428,100.0009
ssDMEWMC,15,0.95,200,272.7917329748,200.0247
ssDMEWMC,15,0.95,500,275.5544770995,500.1351
ssDMEWMC,15,0.95,1000,277.5092262058,1000.0298
ssDMEWMC,15,0.95,2000,279.2817861566,2001.1109
ssDMEWMC,20,0.05,100,2.7543119921,99.9098
ssDMEWMC,20,0.05,200,3.1045521835,199.9818
ssDMEWMC,20,0.05,500,3.3324770558,499.8808
ssDMEWMC,20,0.05,1000,3.4510759226,1000.7091
ssDMEWMC,20,0.05,2000,3.5487562157,1998.7505
ssDMEWMC,20,0.1,100,6.6697618269,99.9362
ssDMEWMC,20,0.1,200,7.1248744272,200.0854
ssDMEWMC,20,0.1,500,7.486704507,499.9172
ssDMEWMC,20,0.1,1000,7.6941776538,1000.1765
ssDMEWMC,20,0.1,2000,7.8759722621,1999.7702
ssDMEWMC,20,0.2,100,17.0750432794,100.0925
ssDMEWMC,20,0.2,200,17.7997958358,199.9434
ssDMEWMC,20,0.2,500,18.4515143089,500.3057
ssDMEWMC,20,0.2,1000,18.8351673802,1000.3196
ssDMEWMC,20,0.2,2000,19.184874599,1999.6779
ssDMEWMC,20,0.3,100,32.1902647802,99.9819
ssDMEWMC,20,0.3,200,33.1888998609,199.9631
ssDMEWMC,20,0.3,500,34.1199294715,500.4502
ssDMEWMC,20,0.3,1000,34.7068668755,1000.873
ssDMEWMC,20,0.3,2000,35.2156692546,1999.9266
ssDMEWMC,20,0.4,100,53.2908561671,100.0522
ssDMEWMC,20,0.4,200,54.5529220707,200.1403
ssDMEWMC,20,0.4,500,55.7193103167,499.8425
ssDMEWMC,20,0.4,1000,56.496795483,999.6005
ssDMEWMC,20,0.4,2000,57.1873019877,1998.4204
ssDMEWMC,20,0.5,100,81.5174797,100.073
ssDMEWMC,20,0.5,200,83.029472068,199.8897
ssDMEWMC,20,0.5,500,84.4509806989,500.1714
ssDMEWMC,20,0.5,1000,85.3942797769,999.0489
ssDMEWMC,20,0.5,2000,86.2123383192,2001.7049
ssDMEWMC,20,0.6,100,118.9080690384,99.9849
ssDMEWMC,20,0.6,200,120.6687305825,199.8798
ssDMEWMC,20,0.6,500,122.3725369369,500.0019
ssDMEWMC,20,0.6,1000,123.4680308846,1000.7935
ssDMEWMC,20,0.6,2000,124.4870229363,2000.6855
ssDMEWMC,20,0.7,100,169.7084309662,100.0608
ssDMEWMC,20,0.7,200,171.7743775818,199.8119
ssDMEWMC,20,0.7,500,173.8034461962,499.734
ssDMEWMC,20,0.7,1000,175.131457358,1000.3239
ssDMEWMC,20,0.7,2000,176.3469068857,2001.9244
ssDMEWMC,20,0.8,100,243.9346933268,100.0122
ssDMEWMC,20,0.8,200,246.3457174539,200.008
ssDMEWMC,20,0.8,500,248.7977170105,499.8552
ssDMEWMC,20,0.8,1000,250.4051600577,1000.8562
ssDMEWMC,20,0.8,2000,251.8976828742,1999.5942
ssDMEWMC,20,0.9,100,363.8632977112,99.9889
ssDMEWMC,20,0.9,200,366.7171790229,200.0718
ssDMEWMC,20,0.9,500,369.639579086,500.3263
ssDMEWMC,20,0.9,1000,371.5219221037,999.9736
ssDMEWMC,20,0.9,2000,373.3127405068,2000.7227
ssDMEWMC,20,0.95,100,444.1793666137,100.0784
ssDMEWMC,20,0.95,200,446.7757881849,200.1214
ssDMEWMC,20,0.95,500,449.4606006208,500.0763
ssDMEWMC,20,0.95,1000,451.3395596085,1000.1759
ssDMEWMC,20,0.95,2000,453.0647430354,2000.2775
ssDMEWMC,25,0.05,100,4.2333036662,100.0608
ssDMEWMC,25,0.05,200,4.7722223862,200.1236
ssDMEWMC,25,0.05,500,5.0729201522,499.955
ssDMEWMC,25,0.05,1000,5.2196877811,999.9391
ssDMEWMC,25,0.05,2000,5.3366022041,2000.3355
ssDMEWMC,25,0.1,100,10.391421053,100.0266
ssDMEWMC,25,0.1,200,11.0420570053,199.9812
ssDMEWMC,25,0.1,500,11.512408046400001,499.9555
ssDMEWMC,25,0.1,1000,11.7691875509,999.4353
ssDMEWMC,25,0.1,2000,11.9853841469,2001.3863
ssDMEWMC,25,0.2,100,27.3877892269,100.0819
ssDMEWMC,25,0.2,200,28.410666227,200.0383
ssDMEWMC,25,0.2,500,29.2193746369,499.7928
ssDMEWMC,25,0.2,1000,29.7014382027,1000.6199
ssDMEWMC,25,0.2,2000,30.1187622069,2001.6741
ssDMEWMC,25,0.3,100,52.8024919768,99.9354
ssDMEWMC,25,0.3,200,54.187524897,200.1129
ssDMEWMC,25,0.3,500,55.3086445308,499.817
ssDMEWMC,25,0.3,1000,55.996012873,1000.1149
ssDMEWMC,25,0.3,2000,56.5990551481,1999.5357
ssDMEWMC,25,0.4,100,87.8973793952,99.9846
ssDMEWMC,25,0.4,200,89.5479064907,200.0497
ssDMEWMC,25,0.4,500,90.9639977298,499.7719
ssDMEWMC,25,0.4,1000,91.8132203705,1000.4632
ssDMEWMC,25,0.4,2000,92.5863021422,2000.819
ssDMEWMC,25,0.5,100,133.9375046425,99.9261
ssDMEWMC,25,0.5,200,135.8904725907,200.0536
ssDMEWMC,25,0.5,500,137.5679299288,499.831
ssDMEWMC,25,0.5,1000,138.576351777,1000.1172
ssDMEWMC,25,0.5,2000,139.5137477999,1999.1521
ssDMEWMC,25,0.6,100,194.0897076964,99.9452
ssDMEWMC,25,0.6,200,196.3368279988,200.1629
ssDMEWMC,25,0.6,500,198.2901920277,499.885
ssDMEWMC,25,0.6,1000,199.4946635745,999.1392
ssDMEWMC,25,0.6,2000,200.6142699922,2001.3967
ssDMEWMC,25,0.7,100,275.0847770771,99.9057
ssDMEWMC,25,0.7,200,277.6588017259,199.9661
ssDMEWMC,25,0.7,500,279.9645913721,500.263
ssDMEWMC,25,0.7,1000,281.4257004831,999.3619
ssDMEWMC,25,0.7,2000,282.7611919567,2000.7911
ssDMEWMC,25,0.8,100,391.7985109277,100.0924
ssDMEWMC,25,0.8,200,394.6566364454,199.769
ssDMEWMC,25,0.8,500,397.4151193458,500.3499
ssDMEWMC,25,0.8,1000,399.1459956418,1001.9105
ssDMEWMC,25,0.8,2000,400.7355696997,2000.6124
ssDMEWMC,25,0.9,100,537.3758650885,100.0228
ssDMEWMC,25,0.9,200,540.0894195762,200.0136
ssDMEWMC,25,0.9,500,542.8141538734,500.2404
ssDMEWMC,25,0.9,1000,544.6867656908,999.3783
ssDMEWMC,25,0.9,2000,546.3426303375,1999.5015
ssDMEWMC,25,0.95,100,620.2044450523,99.9845
ssDMEWMC,25,0.95,200,622.7347747009,199.9937
ssDMEWMC,25,0.95,500,625.4436411766,499.901
ssDMEWMC,25,0.95,1000,627.2936419375,1000.2228
ssDMEWMC,25,0.95,2000,629.0090970993,2001.721
ssDMEWMC,50,0.05,100,13.6728287134,100.0166
ssDMEWMC,50,0.05,200,19.2626746916,200.1154
ssDMEWMC,50,0.05,500,20.0550546713,499.6821
ssDMEWMC,50,0.05,1000,20.3626207942,999.1182
ssDMEWMC,50,0.05,2000,20.6036358218,2001.4054
ssDMEWMC,50,0.1,100,43.0162131607,99.9818
ssDMEWMC,50,0.1,200,47.7422657317,200.0333
ssDMEWMC,50,0.1,500,48.9007123008,500.3615
ssDMEWMC,50,0.1,1000,49.4320458139,999.7277
ssDMEWMC,50,0.1,2000,49.8599731333,1998.6343
ssDMEWMC,50,0.2,100,131.2776509883,99.968
ssDMEWMC,50,0.2,200,137.4179975068,200.1178
ssDMEWMC,50,0.2,500,139.2064358646,500.0094
ssDMEWMC,50,0.2,1000,140.0883870484,1000.2807
ssDMEWMC,50,0.2,2000,140.8092985549,2000.7598
ssDMEWMC,50,0.3,100,257.9987742296,100.0187
ssDMEWMC,50,0.3,200,265.8528248532,200.0466
ssDMEWMC,50,0.3,500,268.0623002846,500.3922
ssDMEWMC,50,0.3,1000,269.1703795725,999.3929
ssDMEWMC,50,0.3,2000,270.1183262293,2001.1914
ssDMEWMC,50,0.4,100,420.0465583946,100.0884
ssDMEWMC,50,0.4,200,429.5598346805,200.0664
ssDMEWMC,50,0.4,500,432.1422710195,499.9919
ssDMEWMC,50,0.4,1000,433.4563824088,999.4066
ssDMEWMC,50,0.4,2000,434.5892832146,1998.7056
ssDMEWMC,50,0.5,100,622.25263019,99.9237
ssDMEWMC,50,0.5,200,633.6896503981,200.0457
ssDMEWMC,50,0.5,500,636.6678964256,500.4152
ssDMEWMC,50,0.5,1000,638.1680189712,999.0761
ssDMEWMC,50,0.5,2000,639.4804632891,2001.1242
ssMEWMA,2,0.05,100,6.1404375,99.9658
ssMEWMA,2,0.05,200,7.63125,199.8846
ssMEWMA,2,0.05,500,9.70165625,500.2704
ssMEWMA,2,0.05,1000,11.2533125,999.6439
ssMEWMA,2,0.05,2000,12.84675,2001.526
ssMEWMA,2,0.1,100,7.1682500000000005,99.9094
ssMEWMA,2,0.1,200,8.749375,199.9005
ssMEWMA,2,0.1,500,10.7879375,500.4922
ssMEWMA,2,0.1,1000,12.32803125,1000.1795
ssMEWMA,2,0.1,2000,13.8995,2000.0063
ssMEWMA,2,0.2,100,8.12115625,100.011
ssMEWMA,2,0.2,200,9.679296875,200.0084
ssMEWMA,2,0.2,500,11.6489375,499.8222
ssMEWMA,2,0.2,1000,13.174,1000.9534
ssMEWMA,2,0.2,2000,14.629,2001.2678267827
ssMEWMA,2,0.3,100,8.594378756,99.9566
ssMEWMA,2,0.3,200,10.08,199.8981
ssMEWMA,2,0.3,500,12.00568744,499.9376
ssMEWMA,2,0.3,1000,13.51884048,999.2299
ssMEWMA,2,0.3,2000,14.931296195,2000.1975395079
ssMEWMA,2,0.4,100,8.831175097,100.044
ssMEWMA,2,0.4,200,10.2865625,199.8286
ssMEWMA,2,0.4,500,12.25691778,499.7598
ssMEWMA,2,0.4,1000,13.66876969,999.5314
ssMEWMA,2,0.4,2000,15.05962105,1998.1148
ssMEWMA,2,0.5,100,8.961320855,100.0805
ssMEWMA,2,0.5,200,10.425,200.032
ssMEWMA,2,0.5,500,12.3674977,499.8839
ssMEWMA,2,0.5,1000,13.72905576,1000.6683
ssMEWMA,2,0.5,2000,15.10846023,1998.9365
ssMEWMA,2,0.6,100,9.052828821,99.9649
ssMEWMA,2,0.6,200,10.5,199.9972
ssMEWMA,2,0.6,500,12.378455540000001,499.6684
ssMEWMA,2,0.6,1000,13.77967652,999.2285
ssMEWMA,2,0.6,2000,15.16345502,1999.2636
ssMEWMA,2,0.7,100,9.117417746,100.0686
ssMEWMA,2,0.7,200,10.53125,200.0497
ssMEWMA,2,0.7,500,12.40307254,499.9134
ssMEWMA,2,0.7,1000,13.78547571,999.0332
ssMEWMA,2,0.7,2000,15.17773041,1998.0185018502
ssMEWMA,2,0.8,100,9.154662921,100.0547
ssMEWMA,2,0.8,200,10.575,200.1981
ssMEWMA,2,0.8,500,12.43159579,500.0431
ssMEWMA,2,0.8,1000,13.7912749,999.8382
ssMEWMA,2,0.8,2000,15.1851698625,1999.2076
ssMEWMA,2,0.9,100,9.167774288,100.0767
ssMEWMA,2,0.9,200,10.56875,199.8077
ssMEWMA,2,0.9,500,12.43238212,499.7161
ssMEWMA,2,0.9,1000,13.82248478,1000.9494
ssMEWMA,2,0.9,2000,15.1920826225,2000.2807
ssMEWMA,2,0.95,100,9.160658096,99.9307
ssMEWMA,2,0.95,200,10.5709375,200.0987
ssMEWMA,2,0.95,500,12.42496279,499.5942
ssMEWMA,2,0.95,1000,13.81269909,1000.556
ssMEWMA,2,0.95,2000,15.1838202525,2001.7839
ssMEWMA,3,0.05,100,8.00746875,100.0044
ssMEWMA,3,0.05,200,9.720265625,200.0088
ssMEWMA,3,0.05,500,11.9423125,499.5412
ssMEWMA,3,0.05,1000,13.72296875,1000.7882
ssMEWMA,3,0.05,2000,15.363,1998.343
ssMEWMA,3,0.1,100,9.15390625,100.0196
ssMEWMA,3,0.1,200,10.9013125,200.0238
ssMEWMA,3,0.1,500,13.13375,499.638
ssMEWMA,3,0.1,1000,14.81,1000.5016
ssMEWMA,3,0.1,2000,16.4334375,1999.334
ssMEWMA,3,0.2,100,10.20525,99.9863
ssMEWMA,3,0.2,200,11.84015625,199.9291
ssMEWMA,3,0.2,500,14.045,499.6901
ssMEWMA,3,0.2,1000,15.642,999.4869
ssMEWMA,3,0.2,2000,17.21915625,2001.8083808381
ssMEWMA,3,0.3,100,10.66641095,100.0095
ssMEWMA,3,0.3,200,12.2953125,199.9158
ssMEWMA,3,0.3,500,14.40164054,500.3735
ssMEWMA,3,0.3,1000,15.95909747,1000.7196
ssMEWMA,3,0.3,2000,17.4888272725,2000.8797
ssMEWMA,3,0.4,100,10.91103918,99.9629
ssMEWMA,3,0.4,200,12.5359375,199.8541
ssMEWMA,3,0.4,500,14.583842535,500.4388
ssMEWMA,3,0.4,1000,16.0674074225,999.9898
ssMEWMA,3,0.4,2000,17.629213815,2000.6599
ssMEWMA,3,0.5,100,11.06493232,99.936
ssMEWMA,3,0.5,200,12.661328125,199.9982
ssMEWMA,3,0.5,500,14.686911185,500.0704
ssMEWMA,3,0.5,1000,16.192569705,1000.4447
ssMEWMA,3,0.5,2000,17.68245029,2001.8821
ssMEWMA,3,0.6,100,11.14611415,99.998
ssMEWMA,3,0.6,200,12.73203125,199.9949
ssMEWMA,3,0.6,500,14.7347881675,500.0153
ssMEWMA,3,0.6,1000,16.25291597,1000.7963
ssMEWMA,3,0.6,2000,17.711154715,1998.4689
ssMEWMA,3,0.7,100,11.21349093,99.9682
ssMEWMA,3,0.7,200,12.74609375,199.9346
ssMEWMA,3,0.7,500,14.76555942,499.6339
ssMEWMA,3,0.7,1000,16.2660243325,999.9681
ssMEWMA,3,0.7,2000,17.70360832,2001.1023
ssMEWMA,3,0.8,100,11.22946146,99.9949
ssMEWMA,3,0.8,200,12.7640625,199.9036
ssMEWMA,3,0.8,500,14.781682235,499.85
ssMEWMA,3,0.8,1000,16.267413945,999.0701
ssMEWMA,3,0.8,2000,17.67848381,2000.5775
ssMEWMA,3,0.9,100,11.23510848,100.0372
ssMEWMA,3,0.9,200,12.765625,200.0826
ssMEWMA,3,0.9,500,14.7621573475,499.5443
ssMEWMA,3,0.9,1000,16.26052785,1000.9077
ssMEWMA,3,0.9,2000,17.70470288,1998.6372637264
ssMEWMA,3,0.95,100,11.23011949,99.9276
ssMEWMA,3,0.95,200,12.78203125,200.1611
ssMEWMA,3,0.95,500,14.774367550000001,499.6677
ssMEWMA,3,0.95,1000,16.248295745,999.9386
ssMEWMA,3,0.95,2000,17.72367179,2001.0264026403
ssMEWMA,4,0.05,100,9.697734375,99.9459
ssMEWMA,4,0.05,200,11.50515625,200.014
ssMEWMA,4,0.05,500,13.926343750000001,500.0095
ssMEWMA,4,0.05,1000,15.8,999.7932
ssMEWMA,4,0.05,2000,17.607921875,2000.3969
ssMEWMA,4,0.1,100,10.9549375,100.0839
ssMEWMA,4,0.1,200,12.7846875,200.1437
ssMEWMA,4,0.1,500,15.167875,500.3387
ssMEWMA,4,0.1,1000,16.9515625,999.3108
ssMEWMA,4,0.1,2000,18.669,1998.694
ssMEWMA,4,0.2,100,12.0065,100.0799
ssMEWMA,4,0.2,200,13.8309375,200.1461
ssMEWMA,4,0.2,500,16.130125,499.6054
ssMEWMA,4,0.2,1000,17.814,999.003
ssMEWMA,4,0.2,2000,19.428562499999998,2001.7921
ssMEWMA,4,0.3,100,12.52126942,100.0148
ssMEWMA,4,0.3,200,14.275546875,199.8726
ssMEWMA,4,0.3,500,16.500565825,499.5196
ssMEWMA,4,0.3,1000,18.13237376,999.5471
ssMEWMA,4,0.3,2000,19.71662088,2001.5599
ssMEWMA,4,0.4,100,12.7947687,99.9145
ssMEWMA,4,0.4,200,14.533125,199.8296
ssMEWMA,4,0.4,500,16.6886882,500.4611
ssMEWMA,4,0.4,1000,18.2729097,999.6524
ssMEWMA,4,0.4,2000,19.86961545,2000.4007
ssMEWMA,4,0.5,100,12.96374748,99.9628
ssMEWMA,4,0.5,200,14.6709375,200.1622
ssMEWMA,4,0.5,500,16.81296738,500.1425
ssMEWMA,4,0.5,1000,18.37361015,1000.2209
ssMEWMA,4,0.5,2000,19.92693412,2000.951
ssMEWMA,4,0.6,100,13.05263268,100.0745
ssMEWMA,4,0.6,200,14.75265625,199.9439
ssMEWMA,4,0.6,500,16.86336049,500.0963
ssMEWMA,4,0.6,1000,18.45968444,1000.5682
ssMEWMA,4,0.6,2000,19.98604321,2001.3987
ssMEWMA,4,0.7,100,13.14639298,100.0988
ssMEWMA,4,0.7,200,14.81,200.1306
ssMEWMA,4,0.7,500,16.8709512,499.5319
ssMEWMA,4,0.7,1000,18.46422688,1000.7276
ssMEWMA,4,0.7,2000,20.00307877,2001.9361
ssMEWMA,4,0.8,100,13.17276789,99.9876
ssMEWMA,4,0.8,200,14.803125,199.9029
ssMEWMA,4,0.8,500,16.8825036,500.4563
ssMEWMA,4,0.8,1000,18.47935247,1000.2668
ssMEWMA,4,0.8,2000,20.00218356,1999.29
ssMEWMA,4,0.9,100,13.18253866,99.9403
ssMEWMA,4,0.9,200,14.7840625,200.0083
ssMEWMA,4,0.9,500,16.87458021,500.3188
ssMEWMA,4,0.9,1000,18.46990494,999.9208
ssMEWMA,4,0.9,2000,20.00679508,1998.9784
ssMEWMA,4,0.95,100,13.16398655,100.0522
ssMEWMA,4,0.95,200,14.78234375,199.9804
ssMEWMA,4,0.95,500,16.89014976,499.5169
ssMEWMA,4,0.95,1000,18.45541556,999.5801
ssMEWMA,4,0.95,2000,19.99347585,1999.7805
ssMEWMA,5,0.05,100,11.3234375,99.9349
ssMEWMA,5,0.05,200,13.25575,200.0054
ssMEWMA,5,0.05,500,15.8340625,500.3753
ssMEWMA,5,0.05,1000,17.7529375,999.1681
ssMEWMA,5,0.05,2000,19.598,1998.4766
ssMEWMA,5,0.1,100,12.62125,100.081
ssMEWMA,5,0.1,200,14.609046875,200.0371
ssMEWMA,5,0.1,500,17.1313125,499.5179
ssMEWMA,5,0.1,1000,18.996,1000.5314
ssMEWMA,5,0.1,2000,20.775,2001.6493
ssMEWMA,5,0.2,100,13.7398125,100.0112
ssMEWMA,5,0.2,200,15.686,199.8588
ssMEWMA,5,0.2,500,18.107125,499.6618
ssMEWMA,5,0.2,1000,19.9170625,999.3709
ssMEWMA,5,0.2,2000,21.56,2001.4525452545
ssMEWMA,5,0.3,100,14.23114382,99.9023
ssMEWMA,5,0.3,200,16.1495125,200.0952
ssMEWMA,5,0.3,500,18.49710422,499.688
ssMEWMA,5,0.3,1000,20.18102766,1000.0247
ssMEWMA,5,0.3,2000,21.8662269,2000.0838
ssMEWMA,5,0.4,100,14.51582301,99.9722
ssMEWMA,5,0.4,200,16.36211875,199.9885
ssMEWMA,5,0.4,500,18.65325673,500.106
ssMEWMA,5,0.4,1000,20.31870046,1000.3801
ssMEWMA,5,0.4,2000,21.998524835,1999.7563
ssMEWMA,5,0.5,100,14.6879409,99.9925
ssMEWMA,5,0.5,200,16.49339375,200.1438
ssMEWMA,5,0.5,500,18.72693438,500.4687
ssMEWMA,5,0.5,1000,20.42940603,1000.1931
ssMEWMA,5,0.5,2000,22.01118556,1999.84
ssMEWMA,5,0.6,100,14.80826399,99.9058
ssMEWMA,5,0.6,200,16.54124375,199.8503
