Method,Dimension,Lambda,ARL,h
ssMEWMC,9,0.3,2000,20.2154758
ssMEWMC,9,0.4,100,25.89515249
ssMEWMC,9,0.4,200,30.1884641
ssMEWMC,9,0.4,500,36.26903562
ssMEWMC,9,0.4,1000,41.08099516
ssMEWMC,9,0.4,2000,45.95635638
ssMEWMC,9,0.5,100,41.58018781
ssMEWMC,9,0.5,200,48.24402305
ssMEWMC,9,0.5,500,57.68503502
ssMEWMC,9,0.5,1000,65.02536481
ssMEWMC,9,0.5,2000,72.39224727
ssMEWMC,9,0.6,100,65.18195558
ssMEWMC,9,0.6,200,75.26077174
ssMEWMC,9,0.6,500,89.54929378
ssMEWMC,9,0.6,1000,100.4489024
ssMEWMC,9,0.6,2000,111.2774812
ssMEWMC,9,0.7,100,99.69761646
ssMEWMC,9,0.7,200,114.5400698
ssMEWMC,9,0.7,500,135.6036703
ssMEWMC,9,0.7,1000,151.3435738
ssMEWMC,9,0.7,2000,166.8109218
ssMEWMC,9,0.8,100,148.6925329
ssMEWMC,9,0.8,200,169.9564627
ssMEWMC,9,0.8,500,200.1778828
ssMEWMC,9,0.8,1000,222.2600826
ssMEWMC,9,0.8,2000,243.7042595
ssMEWMC,9,0.9,100,216.10118
ssMEWMC,9,0.9,200,245.7101341
ssMEWMC,9,0.9,500,287.8769041
ssMEWMC,9,0.9,1000,317.9401401
ssMEWMC,9,0.9,2000,346.7590855
ssMEWMC,9,0.95,100,305.8371624
ssMEWMC,9,0.95,200,345.8692793
ssMEWMC,9,0.95,500,403.0313453
ssMEWMC,9,0.95,1000,442.6980224
ssMEWMC,9,0.95,2000,480.1835605
ssMEWMC,10,0.05,100,1.84
ssMEWMC,10,0.05,200,2.003
ssMEWMC,10,0.05,500,2.172
ssMEWMC,10,0.05,1000,2.281
ssMEWMC,10,0.05,2000,2.379
ssMEWMC,10,0.1,100,4.075
ssMEWMC,10,0.1,200,4.348
ssMEWMC,10,0.1,500,4.65
ssMEWMC,10,0.1,1000,4.854
ssMEWMC,10,0.1,2000,5.044
ssMEWMC,10,0.2,100,9.143
ssMEWMC,10,0.2,200,9.632
ssMEWMC,10,0.2,500,10.199
ssMEWMC,10,0.2,1000,10.594
ssMEWMC,10,0.2,2000,10.968
ssMEWMC,10,0.3,100,15.055
ssMEWMC,10,0.3,200,15.751
ssMEWMC,10,0.3,500,16.578
ssMEWMC,10,0.3,1000,17.159
ssMEWMC,10,0.3,2000,17.717
ssMEWMC,10,0.4,100,24.78978727
ssMEWMC,10,0.4,200,25.75726755
ssMEWMC,10,0.4,500,26.94676772
ssMEWMC,10,0.4,1000,27.79226742
ssMEWMC,10,0.4,2000,28.61889943
ssMEWMC,10,0.5,100,40.819233
ssMEWMC,10,0.5,200,42.12029912
ssMEWMC,10,0.5,500,43.80071726
ssMEWMC,10,0.5,1000,45.01486847
ssMEWMC,10,0.5,2000,46.22912484
ssMEWMC,10,0.6,100,67.21355713
ssMEWMC,10,0.6,200,68.87840858
ssMEWMC,10,0.6,500,71.19602811
ssMEWMC,10,0.6,1000,72.91014991
ssMEWMC,10,0.6,2000,74.67554749
ssMEWMC,10,0.7,100,110.6748444
ssMEWMC,10,0.7,200,112.6353627
ssMEWMC,10,0.7,500,115.7258314
ssMEWMC,10,0.7,1000,118.0918692
ssMEWMC,10,0.7,2000,120.6260644
ssMEWMC,10,0.8,100,182.2388475
ssMEWMC,10,0.8,200,184.1901576
ssMEWMC,10,0.8,500,188.1069548
ssMEWMC,10,0.8,1000,191.2722658
ssMEWMC,10,0.8,2000,194.8515667
ssMEWMC,10,0.9,100,300.0772011
ssMEWMC,10,0.9,200,301.2021566
ssMEWMC,10,0.9,500,305.7591035
ssMEWMC,10,0.9,1000,309.8018509
ssMEWMC,10,0.9,2000,314.7506571
ssMEWMC,10,0.95,100,494.1115894
ssMEWMC,10,0.95,200,492.5493322
ssMEWMC,10,0.95,500,496.9971976
ssMEWMC,10,0.95,1000,501.7830809
ssMEWMC,10,0.95,2000,508.4279169
ssMEWMC,15,0.05,100,3.74
ssMEWMC,15,0.05,200,3.985
ssMEWMC,15,0.05,500,4.222
ssMEWMC,15,0.05,1000,4.369
ssMEWMC,15,0.05,2000,4.5
ssMEWMC,15,0.1,100,8.236
ssMEWMC,15,0.1,200,8.627
ssMEWMC,15,0.1,500,9.039
ssMEWMC,15,0.1,1000,9.309
ssMEWMC,15,0.1,2000,9.558
ssMEWMC,15,0.2,100,18.65
ssMEWMC,15,0.2,200,19.316
ssMEWMC,15,0.2,500,20.058
ssMEWMC,15,0.2,1000,20.562
ssMEWMC,15,0.2,2000,21.033
ssMEWMC,15,0.3,100,31.136
ssMEWMC,15,0.3,200,32.05
ssMEWMC,15,0.3,500,33.092
ssMEWMC,15,0.3,1000,33.809
ssMEWMC,15,0.3,2000,34.484
ssMEWMC,15,0.4,100,51.98125984
ssMEWMC,15,0.4,200,53.17884138
ssMEWMC,15,0.4,500,54.59569568
ssMEWMC,15,0.4,1000,55.59033562
ssMEWMC,15,0.4,2000,56.53716807
ssMEWMC,15,0.5,100,86.78222554
ssMEWMC,15,0.5,200,88.23679158
ssMEWMC,15,0.5,500,90.07282688
ssMEWMC,15,0.5,1000,91.40422415
ssMEWMC,15,0.5,2000,92.69375285
ssMEWMC,15,0.6,100,144.8821112
ssMEWMC,15,0.6,200,146.406563
ssMEWMC,15,0.6,500,148.6035491
ssMEWMC,15,0.6,1000,150.2910911
ssMEWMC,15,0.6,2000,151.9731552
ssMEWMC,15,0.7,100,241.8793252
ssMEWMC,15,0.7,200,242.9245363
ssMEWMC,15,0.7,500,245.1684438
ssMEWMC,15,0.7,1000,247.1156258
ssMEWMC,15,0.7,2000,249.1628528
ssMEWMC,15,0.8,100,403.8152638
ssMEWMC,15,0.8,200,403.0716187
ssMEWMC,15,0.8,500,404.4827072
ssMEWMC,15,0.8,1000,406.3190445
ssMEWMC,15,0.8,2000,408.5071943
ssMEWMC,15,0.9,100,674.1657938
ssMEWMC,15,0.9,200,668.7950601
ssMEWMC,15,0.9,500,667.321854
ssMEWMC,15,0.9,1000,668.0887353
ssMEWMC,15,0.9,2000,669.7552459
ssMEWMC,15,0.95,100,1125.513467
ssMEWMC,15,0.95,200,1109.695676
ssMEWMC,15,0.95,500,1100.957962
ssMEWMC,15,0.95,1000,1098.502677
ssMEWMC,15,0.95,2000,1098.076351
ssMEWMC,20,0.05,100,6.339
ssMEWMC,20,0.05,200,6.673
ssMEWMC,20,0.05,500,6.981
ssMEWMC,20,0.05,1000,7.168
ssMEWMC,20,0.05,2000,7.333
ssMEWMC,20,0.1,100,13.988
ssMEWMC,20,0.1,200,14.504
ssMEWMC,20,0.1,500,15.028
ssMEWMC,20,0.1,1000,15.364
ssMEWMC,20,0.1,2000,15.67
ssMEWMC,20,0.2,100,32.074
ssMEWMC,20,0.2,200,32.917
ssMEWMC,20,0.2,500,33.824
ssMEWMC,20,0.2,1000,34.429
ssMEWMC,20,0.2,2000,34.988
ssMEWMC,20,0.3,100,54.168
ssMEWMC,20,0.3,200,55.287
ssMEWMC,20,0.3,500,56.519
ssMEWMC,20,0.3,1000,57.352
ssMEWMC,20,0.3,2000,58.129
ssMEWMC,20,0.4,100,91.48133142
ssMEWMC,20,0.4,200,92.85938479
ssMEWMC,20,0.4,500,94.44173844
ssMEWMC,20,0.4,1000,95.53724779
ssMEWMC,20,0.4,2000,96.5754156
ssMEWMC,20,0.5,100,154.4977477
ssMEWMC,20,0.5,200,155.9655135
ssMEWMC,20,0.5,500,157.8096208
ssMEWMC,20,0.5,1000,159.1464241
ssMEWMC,20,0.5,2000,160.450221
ssMEWMC,20,0.6,100,260.9226788
ssMEWMC,20,0.6,200,261.9578134
ssMEWMC,20,0.6,500,263.6956587
ssMEWMC,20,0.6,1000,265.1069074
ssMEWMC,20,0.6,2000,266.5717074
ssMEWMC,20,0.7,100,440.6578432
ssMEWMC,20,0.7,200,439.9812142
ssMEWMC,20,0.7,500,440.628398
ssMEWMC,20,0.7,1000,441.6164092
ssMEWMC,20,0.7,2000,442.8817531
ssMEWMC,20,0.8,100,744.2025956
ssMEWMC,20,0.8,200,738.9871917
ssMEWMC,20,0.8,500,736.2782765
ssMEWMC,20,0.8,1000,735.6468181
ssMEWMC,20,0.8,2000,735.8029447
ssMEWMC,20,0.9,100,1256.842495
ssMEWMC,20,0.9,200,1241.19406
ssMEWMC,20,0.9,500,1230.301322
ssMEWMC,20,0.9,1000,1225.44414
ssMEWMC,20,0.9,2000,1222.461683
ssMEWMC,20,0.95,100,2122.611595
ssMEWMC,20,0.95,200,2084.694717
ssMEWMC,20,0.95,500,2055.800627
ssMEWMC,20,0.95,1000,2041.350964
ssMEWMC,20,0.95,2000,2030.995632
ssMEWMC,25,0.05,100,9.663
ssMEWMC,25,0.05,200,10.097
ssMEWMC,25,0.05,500,10.478
ssMEWMC,25,0.05,1000,10.705
ssMEWMC,25,0.05,2000,10.904
ssMEWMC,25,0.1,100,21.43
ssMEWMC,25,0.1,200,22.079
ssMEWMC,25,0.1,500,22.714
ssMEWMC,25,0.1,1000,23.116
ssMEWMC,25,0.1,2000,23.478
ssMEWMC,25,0.2,100,49.726
ssMEWMC,25,0.2,200,50.748
ssMEWMC,25,0.2,500,51.811
ssMEWMC,25,0.2,1000,52.506
ssMEWMC,25,0.2,2000,53.146
ssMEWMC,25,0.3,100,84.645
ssMEWMC,25,0.3,200,85.964
ssMEWMC,25,0.3,500,87.37
ssMEWMC,25,0.3,1000,88.302
ssMEWMC,25,0.3,2000,89.166
ssMEWMC,25,0.4,100,144.0851069
ssMEWMC,25,0.4,200,145.6177445
ssMEWMC,25,0.4,500,147.333904
ssMEWMC,25,0.4,1000,148.5019465
ssMEWMC,25,0.4,2000,149.5987573
ssMEWMC,25,0.5,100,245.2657337
ssMEWMC,25,0.5,200,246.6675295
ssMEWMC,25,0.5,500,248.4523208
ssMEWMC,25,0.5,1000,249.7432461
ssMEWMC,25,0.5,2000,250.9901553
ssMEWMC,25,0.6,100,417.4982509
ssMEWMC,25,0.6,200,417.8396686
ssMEWMC,25,0.6,500,418.9704747
ssMEWMC,25,0.6,1000,420.0058683
ssMEWMC,25,0.6,2000,421.1001428
ssMEWMC,25,0.7,100,710.6773006
ssMEWMC,25,0.7,200,707.7947756
ssMEWMC,25,0.7,500,706.5188933
ssMEWMC,25,0.7,1000,706.345145
ssMEWMC,25,0.7,2000,706.5031297
ssMEWMC,25,0.8,100,1209.73495
ssMEWMC,25,0.8,200,1198.960946
ssMEWMC,25,0.8,500,1191.417956
ssMEWMC,25,0.8,1000,1187.896412
ssMEWMC,25,0.8,2000,1185.339594
ssMEWMC,25,0.9,100,2059.244959
ssMEWMC,25,0.9,200,2030.966319
ssMEWMC,25,0.9,500,2009.11364
ssMEWMC,25,0.9,1000,1997.745571
ssMEWMC,25,0.9,2000,1988.710161
ssMEWMC,25,0.95,100,3505.304861
ssMEWMC,25,0.95,200,3440.332401
ssMEWMC,25,0.95,500,3388.011401
ssMEWMC,25,0.95,1000,3359.709926
ssMEWMC,25,0.95,2000,3336.569643
ssMEWMC,50,0.05,100,37.96
ssMEWMC,50,0.05,200,39.095
ssMEWMC,50,0.05,500,39.879
ssMEWMC,50,0.05,1000,40.308
ssMEWMC,50,0.05,2000,40.672
ssMEWMC,50,0.1,100,86.791
ssMEWMC,50,0.1,200,88.287
ssMEWMC,50,0.1,500,89.477
ssMEWMC,50,0.1,1000,90.175
ssMEWMC,50,0.1,2000,90.785
ssMEWMC,50,0.2,100,207.946
ssMEWMC,50,0.2,200,210.002
ssMEWMC,50,0.2,500,211.741
ssMEWMC,50,0.2,1000,212.795
ssMEWMC,50,0.2,2000,213.735
ssMEWMC,50,0.3,100,356.662
ssMEWMC,50,0.3,200,359.146
ssMEWMC,50,0.3,500,361.299
ssMEWMC,50,0.3,1000,362.626
ssMEWMC,50,0.3,2000,363.822
ssMEWMC,50,0.4,100,611.7346919
ssMEWMC,50,0.4,200,614.2124804
ssMEWMC,50,0.4,500,616.4935813
ssMEWMC,50,0.4,1000,617.9544438
ssMEWMC,50,0.4,2000,619.3016945
ssMEWMC,50,0.5,100,1049.226812
ssMEWMC,50,0.5,200,1050.427879
ssMEWMC,50,0.5,500,1051.938521
ssMEWMC,50,0.5,1000,1053.062093
ssMEWMC,50,0.5,2000,1054.181959
ssMEWMC,50,0.6,100,1799.598614
ssMEWMC,50,0.6,200,1796.444658
ssMEWMC,50,0.6,500,1794.949187
ssMEWMC,50,0.6,1000,1794.533211
ssMEWMC,50,0.6,2000,1794.439792
ssMEWMC,50,0.7,100,3086.611143
ssMEWMC,50,0.7,200,3072.284613
ssMEWMC,50,0.7,500,3062.766995
ssMEWMC,50,0.7,1000,3058.081253
ssMEWMC,50,0.7,2000,3054.514581
ssMEWMC,50,0.8,100,5294.051838
ssMEWMC,50,0.8,200,5254.229624
ssMEWMC,50,0.8,500,5226.076445
ssMEWMC,50,0.8,1000,5211.305587
ssMEWMC,50,0.8,2000,5199.427346
ssMEWMC,50,0.9,100,9080.18003
ssMEWMC,50,0.9,200,8985.798005
ssMEWMC,50,0.9,500,8917.385832
ssMEWMC,50,0.9,1000,8880.635822
ssMEWMC,50,0.9,2000,8850.520765
ssMEWMC,50,0.95,100,15574.02003
ssMEWMC,50,0.95,200,15367.53655
ssMEWMC,50,0.95,500,15215.95999
ssMEWMC,50,0.95,1000,15133.57666
ssMEWMC,50,0.95,2000,15065.45098
ssDMEWMC,2,0.05,100,0.182
ssDMEWMC,2,0.05,200,0.232
ssDMEWMC,2,0.05,500,0.295
ssDMEWMC,2,0.05,1000,0.342
ssDMEWMC,2,0.05,2000,0.388
ssDMEWMC,2,0.1,100,0.446
ssDMEWMC,2,0.1,200,0.542
ssDMEWMC,2,0.1,500,0.669
ssDMEWMC,2,0.1,1000,0.765
ssDMEWMC,2,0.1,2000,0.863
ssDMEWMC,2,0.2,100,1.051
ssDMEWMC,2,0.2,200,1.247
ssDMEWMC,2,0.2,500,1.515
ssDMEWMC,2,0.2,1000,1.724
ssDMEWMC,2,0.2,2000,1.939
ssDMEWMC,2,0.3,100,1.732
ssDMEWMC,2,0.3,200,2.037
ssDMEWMC,2,0.3,500,2.461
ssDMEWMC,2,0.3,1000,2.794
ssDMEWMC,2,0.3,2000,3.134
ssDMEWMC,2,0.4,100,2.854256898
ssDMEWMC,2,0.4,200,3.327481155
ssDMEWMC,2,0.4,500,3.99770363
ssDMEWMC,2,0.4,1000,4.528095128
ssDMEWMC,2,0.4,2000,5.065474987
ssDMEWMC,2,0.5,100,4.583117938
ssDMEWMC,2,0.5,200,5.31762984
ssDMEWMC,2,0.5,500,6.358252156
ssDMEWMC,2,0.5,1000,7.167329721
ssDMEWMC,2,0.5,2000,7.979334018
ssDMEWMC,2,0.6,100,7.184589719
ssDMEWMC,2,0.6,200,8.295513107
ssDMEWMC,2,0.6,500,9.870445428
ssDMEWMC,2,0.6,1000,11.07183951
ssDMEWMC,2,0.6,2000,12.26540444
ssDMEWMC,2,0.7,100,10.98903008
ssDMEWMC,2,0.7,200,12.62501869
ssDMEWMC,2,0.7,500,14.94672455
ssDMEWMC,2,0.7,1000,16.68163336
ssDMEWMC,2,0.7,2000,18.38650012
ssDMEWMC,2,0.8,100,16.38942609
ssDMEWMC,2,0.8,200,18.73321295
ssDMEWMC,2,0.8,500,22.06432663
ssDMEWMC,2,0.8,1000,24.49830617
ssDMEWMC,2,0.8,2000,26.86196052
ssDMEWMC,2,0.9,100,23.81944976
ssDMEWMC,2,0.9,200,27.08305524
ssDMEWMC,2,0.9,500,31.73082837
ssDMEWMC,2,0.9,1000,35.04450643
ssDMEWMC,2,0.9,2000,38.22103431
ssDMEWMC,2,0.95,100,33.71047267
ssDMEWMC,2,0.95,200,38.12295667
ssDMEWMC,2,0.95,500,44.4235653
ssDMEWMC,2,0.95,1000,48.7957692
ssDMEWMC,2,0.95,2000,52.92756012
ssDMEWMC,3,0.05,100,0.301
ssDMEWMC,3,0.05,200,0.364
ssDMEWMC,3,0.05,500,0.441
ssDMEWMC,3,0.05,1000,0.496
ssDMEWMC,3,0.05,2000,0.549
ssDMEWMC,3,0.1,100,0.712
ssDMEWMC,3,0.1,200,0.831
ssDMEWMC,3,0.1,500,0.981
ssDMEWMC,3,0.1,1000,1.093
ssDMEWMC,3,0.1,2000,1.203
ssDMEWMC,3,0.2,100,1.646
ssDMEWMC,3,0.2,200,1.884
ssDMEWMC,3,0.2,500,2.195
ssDMEWMC,3,0.2,1000,2.43
ssDMEWMC,3,0.2,2000,2.666
ssDMEWMC,3,0.3,100,2.701
ssDMEWMC,3,0.3,200,3.066
ssDMEWMC,3,0.3,500,3.55
ssDMEWMC,3,0.3,1000,3.919
ssDMEWMC,3,0.3,2000,4.288
ssDMEWMC,3,0.4,100,4.19575764
ssDMEWMC,3,0.4,200,4.891397298
ssDMEWMC,3,0.4,500,5.876624337
ssDMEWMC,3,0.4,1000,6.656299838
ssDMEWMC,3,0.4,2000,7.446248231
ssDMEWMC,3,0.5,100,6.737183369
ssDMEWMC,3,0.5,200,7.816915865
ssDMEWMC,3,0.5,500,9.346630669
ssDMEWMC,3,0.5,1000,10.53597469
ssDMEWMC,3,0.5,2000,11.72962101
ssDMEWMC,3,0.6,100,10.56134689
ssDMEWMC,3,0.6,200,12.19440427
ssDMEWMC,3,0.6,500,14.50955478
ssDMEWMC,3,0.6,1000,16.27560408
ssDMEWMC,3,0.6,2000,18.03014452
ssDMEWMC,3,0.7,100,16.15387421
ssDMEWMC,3,0.7,200,18.55877748
ssDMEWMC,3,0.7,500,21.97168509
ssDMEWMC,3,0.7,1000,24.52200103
ssDMEWMC,3,0.7,2000,27.02815517
ssDMEWMC,3,0.8,100,24.09245635
ssDMEWMC,3,0.8,200,27.53782303
ssDMEWMC,3,0.8,500,32.43456015
ssDMEWMC,3,0.8,1000,36.01251006
ssDMEWMC,3,0.8,2000,39.48708196
ssDMEWMC,3,0.9,100,35.01459114
ssDMEWMC,3,0.9,200,39.8120912
ssDMEWMC,3,0.9,500,46.6443177
ssDMEWMC,3,0.9,1000,51.51542446
ssDMEWMC,3,0.9,2000,56.18492043
ssDMEWMC,3,0.95,100,49.55439483
ssDMEWMC,3,0.95,200,56.04074631
ssDMEWMC,3,0.95,500,65.30264099
ssDMEWMC,3,0.95,1000,71.72978072
ssDMEWMC,3,0.95,2000,77.80351337
ssDMEWMC,4,0.05,100,0.444
ssDMEWMC,4,0.05,200,0.521
ssDMEWMC,4,0.05,500,0.611
ssDMEWMC,4,0.05,1000,0.673
ssDMEWMC,4,0.05,2000,0.733
ssDMEWMC,4,0.1,100,1.028
ssDMEWMC,4,0.1,200,1.169
ssDMEWMC,4,0.1,500,1.342
ssDMEWMC,4,0.1,1000,1.467
ssDMEWMC,4,0.1,2000,1.588
ssDMEWMC,4,0.2,100,2.347
ssDMEWMC,4,0.2,200,2.623
ssDMEWMC,4,0.2,500,2.972
ssDMEWMC,4,0.2,1000,3.231
ssDMEWMC,4,0.2,2000,3.487
ssDMEWMC,4,0.3,100,3.839
ssDMEWMC,4,0.3,200,4.256
ssDMEWMC,4,0.3,500,4.793
ssDMEWMC,4,0.3,1000,5.194
ssDMEWMC,4,0.3,2000,5.592
ssDMEWMC,4,0.4,100,6.167763731
ssDMEWMC,4,0.4,200,7.190354027
ssDMEWMC,4,0.4,500,8.638637775
ssDMEWMC,4,0.4,1000,9.784760761
ssDMEWMC,4,0.4,2000,10.9459849
ssDMEWMC,4,0.5,100,9.903659552
ssDMEWMC,4,0.5,200,11.49086632
ssDMEWMC,4,0.5,500,13.73954708
ssDMEWMC,4,0.5,1000,15.48788279
ssDMEWMC,4,0.5,2000,17.24254288
ssDMEWMC,4,0.6,100,15.52517992
ssDMEWMC,4,0.6,200,17.92577427
ssDMEWMC,4,0.6,500,21.32904553
ssDMEWMC,4,0.6,1000,23.925138
ssDMEWMC,4,0.6,2000,26.50431245
ssDMEWMC,4,0.7,100,23.74619509
ssDMEWMC,4,0.7,200,27.2814029
ssDMEWMC,4,0.7,500,32.29837708
ssDMEWMC,4,0.7,1000,36.04734152
ssDMEWMC,4,0.7,2000,39.7313881
ssDMEWMC,4,0.8,100,35.41591084
ssDMEWMC,4,0.8,200,40.48059986
ssDMEWMC,4,0.8,500,47.67880342
ssDMEWMC,4,0.8,1000,52.93838979
ssDMEWMC,4,0.8,2000,58.04601048
ssDMEWMC,4,0.9,100,51.47144898
ssDMEWMC,4,0.9,200,58.52377406
ssDMEWMC,4,0.9,500,68.56714702
ssDMEWMC,4,0.9,1000,75.72767395
ssDMEWMC,4,0.9,2000,82.59183304
ssDMEWMC,4,0.95,100,72.8449604
ssDMEWMC,4,0.95,200,82.37989707
ssDMEWMC,4,0.95,500,95.99488226
ssDMEWMC,4,0.95,1000,105.4427777
ssDMEWMC,4,0.95,2000,114.3711647
ssDMEWMC,5,0.05,100,0.612
ssDMEWMC,5,0.05,200,0.702
ssDMEWMC,5,0.05,500,0.805
ssDMEWMC,5,0.05,1000,0.876
ssDMEWMC,5,0.05,2000,0.942
ssDMEWMC,5,0.1,100,1.396
ssDMEWMC,5,0.1,200,1.559
ssDMEWMC,5,0.1,500,1.754
ssDMEWMC,5,0.1,1000,1.891
ssDMEWMC,5,0.1,2000,2.025
ssDMEWMC,5,0.2,100,3.163
ssDMEWMC,5,0.2,200,3.474
ssDMEWMC,5,0.2,500,3.861
ssDMEWMC,5,0.2,1000,4.143
ssDMEWMC,5,0.2,2000,4.419
ssDMEWMC,5,0.3,100,5.166
ssDMEWMC,5,0.3,200,5.631
ssDMEWMC,5,0.3,500,6.219
ssDMEWMC,5,0.3,1000,6.652
ssDMEWMC,5,0.3,2000,7.078
ssDMEWMC,5,0.4,100,9.066612685
ssDMEWMC,5,0.4,200,10.56982042
ssDMEWMC,5,0.4,500,12.69879753
ssDMEWMC,5,0.4,1000,14.38359832
ssDMEWMC,5,0.4,2000,16.0905978
ssDMEWMC,5,0.5,100,14.55837954
ssDMEWMC,5,0.5,200,16.89157349
ssDMEWMC,5,0.5,500,20.19713421
ssDMEWMC,5,0.5,1000,22.76718771
ssDMEWMC,5,0.5,2000,25.34653803
ssDMEWMC,5,0.6,100,22.82201449
ssDMEWMC,5,0.6,200,26.35088818
ssDMEWMC,5,0.6,500,31.35369692
ssDMEWMC,5,0.6,1000,35.16995286
ssDMEWMC,5,0.6,2000,38.9613393
ssDMEWMC,5,0.7,100,34.90690678
ssDMEWMC,5,0.7,200,40.10366226
ssDMEWMC,5,0.7,500,47.4786143
ssDMEWMC,5,0.7,1000,52.98959204
ssDMEWMC,5,0.7,2000,58.40514051
ssDMEWMC,5,0.8,100,52.06138893
ssDMEWMC,5,0.8,200,59.5064818
ssDMEWMC,5,0.8,500,70.08784103
ssDMEWMC,5,0.8,1000,77.819433
ssDMEWMC,5,0.8,2000,85.3276354
ssDMEWMC,5,0.9,100,75.66303
ssDMEWMC,5,0.9,200,86.02994787
ssDMEWMC,5,0.9,500,100.7937061
ssDMEWMC,5,0.9,1000,111.3196807
ssDMEWMC,5,0.9,2000,121.4099946
ssDMEWMC,5,0.95,100,107.0820918
ssDMEWMC,5,0.95,200,121.0984487
ssDMEWMC,5,0.95,500,141.1124769
ssDMEWMC,5,0.95,1000,155.0008832
ssDMEWMC,5,0.95,2000,168.125612
ssDMEWMC,6,0.05,100,0.7956
ssDMEWMC,6,0.05,200,0.9126
ssDMEWMC,6,0.05,500,1.0465
ssDMEWMC,6,0.05,1000,1.1388
ssDMEWMC,6,0.05,2000,1.2246
ssDMEWMC,6,0.1,100,1.8148
ssDMEWMC,6,0.1,200,2.0267
ssDMEWMC,6,0.1,500,2.2802
ssDMEWMC,6,0.1,1000,2.4583
ssDMEWMC,6,0.1,2000,2.6325
ssDMEWMC,6,0.2,100,4.1119
ssDMEWMC,6,0.2,200,4.5162
ssDMEWMC,6,0.2,500,5.0193
ssDMEWMC,6,0.2,1000,5.3859
ssDMEWMC,6,0.2,2000,5.7447
ssDMEWMC,6,0.3,100,6.7158
ssDMEWMC,6,0.3,200,7.3203
ssDMEWMC,6,0.3,500,8.0847
ssDMEWMC,6,0.3,1000,8.6476
ssDMEWMC,6,0.3,2000,9.2014
ssDMEWMC,6,0.4,100,11.78659649
ssDMEWMC,6,0.4,200,13.74076655
ssDMEWMC,6,0.4,500,16.50843679
ssDMEWMC,6,0.4,1000,18.69867781
ssDMEWMC,6,0.4,2000,20.91777714
ssDMEWMC,6,0.5,100,18.9258934
ssDMEWMC,6,0.5,200,21.95904554
ssDMEWMC,6,0.5,500,26.25627448
ssDMEWMC,6,0.5,1000,29.59734402
ssDMEWMC,6,0.5,2000,32.95049944
ssDMEWMC,6,0.6,100,29.66861884
ssDMEWMC,6,0.6,200,34.25615464
ssDMEWMC,6,0.6,500,40.759806
ssDMEWMC,6,0.6,1000,45.72093872
ssDMEWMC,6,0.6,2000,50.64974109
ssDMEWMC,6,0.7,100,45.37897882
ssDMEWMC,6,0.7,200,52.13476093
ssDMEWMC,6,0.7,500,61.72219859
ssDMEWMC,6,0.7,1000,68.88646965
ssDMEWMC,6,0.7,2000,75.92668266
ssDMEWMC,6,0.8,100,67.67980561
ssDMEWMC,6,0.8,200,77.35842634
ssDMEWMC,6,0.8,500,91.11419334
ssDMEWMC,6,0.8,1000,101.1652629
ssDMEWMC,6,0.8,2000,110.925926
ssDMEWMC,6,0.9,100,98.361939
ssDMEWMC,6,0.9,200,111.8389322
ssDMEWMC,6,0.9,500,131.031818
ssDMEWMC,6,0.9,1000,144.7155849
ssDMEWMC,6,0.9,2000,157.8329929
ssDMEWMC,6,0.95,100,139.2067193
ssDMEWMC,6,0.95,200,157.4279833
ssDMEWMC,6,0.95,500,183.44622
ssDMEWMC,6,0.95,1000,201.5011481
ssDMEWMC,6,0.95,2000,218.5632957
ssDMEWMC,7,0.05,100,1.03428
ssDMEWMC,7,0.05,200,1.18638
ssDMEWMC,7,0.05,500,1.36045
ssDMEWMC,7,0.05,1000,1.48044
ssDMEWMC,7,0.05,2000,1.59198
ssDMEWMC,7,0.1,100,2.35924
ssDMEWMC,7,0.1,200,2.63471
ssDMEWMC,7,0.1,500,2.96426
ssDMEWMC,7,0.1,1000,3.19579
ssDMEWMC,7,0.1,2000,3.42225
ssDMEWMC,7,0.2,100,5.34547
ssDMEWMC,7,0.2,200,5.87106
ssDMEWMC,7,0.2,500,6.52509
ssDMEWMC,7,0.2,1000,7.00167
ssDMEWMC,7,0.2,2000,7.46811
ssDMEWMC,7,0.3,100,8.73054
ssDMEWMC,7,0.3,200,9.51639
ssDMEWMC,7,0.3,500,10.51011
ssDMEWMC,7,0.3,1000,11.24188
ssDMEWMC,7,0.3,2000,11.96182
ssDMEWMC,7,0.4,100,15.32257544
ssDMEWMC,7,0.4,200,17.86299651
ssDMEWMC,7,0.4,500,21.46096782
ssDMEWMC,7,0.4,1000,24.30828116
ssDMEWMC,7,0.4,2000,27.19311029
ssDMEWMC,7,0.5,100,24.60366143
ssDMEWMC,7,0.5,200,28.5467592
ssDMEWMC,7,0.5,500,34.13315682
ssDMEWMC,7,0.5,1000,38.47654723
ssDMEWMC,7,0.5,2000,42.83564927
ssDMEWMC,7,0.6,100,38.56920449
ssDMEWMC,7,0.6,200,44.53300103
ssDMEWMC,7,0.6,500,52.9877478
ssDMEWMC,7,0.6,1000,59.43722033
ssDMEWMC,7,0.6,2000,65.84466342
ssDMEWMC,7,0.7,100,58.99267246
ssDMEWMC,7,0.7,200,67.77518921
ssDMEWMC,7,0.7,500,80.23885817
ssDMEWMC,7,0.7,1000,89.55241054
ssDMEWMC,7,0.7,2000,98.70468746
ssDMEWMC,7,0.8,100,87.9837473
ssDMEWMC,7,0.8,200,100.5659542
